"ID","METEROLOGICAL_PROVINCE","MONTH","CLIMATE","VALUE","UNIT","YEAR"
16,"Jammu And Kashmir","September","Temperature",59.5,"ºF",1918
18,"Baluchistan Agency","September","Temperature",73.8,"ºF",1918
1,"Assam","September","Rainfall",13.86,"in",1918
2,"Bengal","September","Rainfall",9.63,"in",1918
3,"Bihar And Orissa","September","Rainfall",8.23,"in",1918
4,"United Province Of Agra And Oudh","September","Rainfall",2.26,"in",1918
5,"Punjab","September","Rainfall",0.61,"in",1918
17,"North West Frontier Province","September","Rainfall",0.74,"in",1918
6,"Sindh","September","Rainfall",0.07,"in",1918
7,"Rajputana Agency","September","Rainfall",0.75,"in",1918
8,"Bombay Presidency","September","Rainfall",2.27,"in",1918
9,"Central India Agency","September","Rainfall",2.7,"in",1918
10,"Central Province And Berar","September","Rainfall",3.33,"in",1918
11,"Hyderabad","September","Rainfall",5.79,"in",1918
12,"Mysore","September","Rainfall",3.79,"in",1918
13,"Madras Presidency","September","Rainfall",3.86,"in",1918
14,"Lower Burma","September","Rainfall",23.49,"in",1918
15,"Upper Burma","September","Rainfall",6.8,"in",1918
16,"Jammu And Kashmir","September","Rainfall",0.21,"in",1918
18,"Baluchistan Agency","September","Rainfall",0.06,"in",1918
1,"Assam","October","Temperature",78.8,"ºF",1918
2,"Bengal","October","Temperature",80.9,"ºF",1918
3,"Bihar And Orissa","October","Temperature",80,"ºF",1918
4,"United Province Of Agra And Oudh","October","Temperature",80.3,"ºF",1918
5,"Punjab","October","Temperature",78.1,"ºF",1918
17,"North West Frontier Province","October","Temperature",75.3,"ºF",1918
6,"Sindh","October","Temperature",82.3,"ºF",1918
7,"Rajputana Agency","October","Temperature",81.7,"ºF",1918
8,"Bombay Presidency","October","Temperature",82,"ºF",1918
9,"Central India Agency","October","Temperature",78.7,"ºF",1918
10,"Central Province And Berar","October","Temperature",78.7,"ºF",1918
11,"Hyderabad","October","Temperature",81.3,"ºF",1918
12,"Mysore","October","Temperature",76.8,"ºF",1918
13,"Madras Presidency","October","Temperature",83.3,"ºF",1918
14,"Lower Burma","October","Temperature",80.9,"ºF",1918
15,"Upper Burma","October","Temperature",79.2,"ºF",1918
16,"Jammu And Kashmir","October","Temperature",52.7,"ºF",1918
18,"Baluchistan Agency","October","Temperature",65.8,"ºF",1918
1,"Assam","October","Rainfall",2.83,"in",1918
2,"Bengal","October","Rainfall",1.08,"in",1918
3,"Bihar And Orissa","October","Rainfall",0.2,"in",1918
4,"United Province Of Agra And Oudh","October","Rainfall",0.01,"in",1918
5,"Punjab","October","Rainfall",0.04,"in",1918
17,"North West Frontier Province","October","Rainfall",0.07,"in",1918
6,"Sindh","October","Rainfall",0,"in",1918
7,"Rajputana Agency","October","Rainfall",0.01,"in",1918
8,"Bombay Presidency","October","Rainfall",0.48,"in",1918
9,"Central India Agency","October","Rainfall",0,"in",1918
10,"Central Province And Berar","October","Rainfall",0.09,"in",1918
11,"Hyderabad","October","Rainfall",0.14,"in",1918
12,"Mysore","October","Rainfall",1.61,"in",1918
13,"Madras Presidency","October","Rainfall",2.12,"in",1918
14,"Lower Burma","October","Rainfall",6.2,"in",1918
15,"Upper Burma","October","Rainfall",5.28,"in",1918
16,"Jammu And Kashmir","October","Rainfall",0.53,"in",1918
18,"Baluchistan Agency","October","Rainfall",0.01,"in",1918
1,"Assam","November","Temperature",70.8,"ºF",1918
2,"Bengal","November","Temperature",74.1,"ºF",1918
3,"Bihar And Orissa","November","Temperature",72.5,"ºF",1918
4,"United Province Of Agra And Oudh","November","Temperature",69.5,"ºF",1918
5,"Punjab","November","Temperature",66.3,"ºF",1918
17,"North West Frontier Province","November","Temperature",63.5,"ºF",1918
6,"Sindh","November","Temperature",78.5,"ºF",1918
7,"Rajputana Agency","November","Temperature",72.3,"ºF",1918
8,"Bombay Presidency","November","Temperature",78.6,"ºF",1918
9,"Central India Agency","November","Temperature",71.1,"ºF",1918
10,"Central Province And Berar","November","Temperature",73.3,"ºF",1918
11,"Hyderabad","November","Temperature",77.9,"ºF",1918
12,"Mysore","November","Temperature",74.3,"ºF",1918
13,"Madras Presidency","November","Temperature",79.7,"ºF",1918
14,"Lower Burma","November","Temperature",80.5,"ºF",1918
15,"Upper Burma","November","Temperature",73.4,"ºF",1918
16,"Jammu And Kashmir","November","Temperature",40.6,"ºF",1918
18,"Baluchistan Agency","November","Temperature",55.2,"ºF",1918
1,"Assam","November","Rainfall",0.89,"in",1918
2,"Bengal","November","Rainfall",0.74,"in",1918
3,"Bihar And Orissa","November","Rainfall",0.6,"in",1918
4,"United Province Of Agra And Oudh","November","Rainfall",0.18,"in",1918
5,"Punjab","November","Rainfall",0.13,"in",1918
17,"North West Frontier Province","November","Rainfall",0.35,"in",1918
6,"Sindh","November","Rainfall",0.06,"in",1918
7,"Rajputana Agency","November","Rainfall",0.13,"in",1918
8,"Bombay Presidency","November","Rainfall",0.66,"in",1918
9,"Central India Agency","November","Rainfall",0.42,"in",1918
10,"Central Province And Berar","November","Rainfall",0.5,"in",1918
11,"Hyderabad","November","Rainfall",0.82,"in",1918
12,"Mysore","November","Rainfall",2.1,"in",1918
13,"Madras Presidency","November","Rainfall",4.79,"in",1918
14,"Lower Burma","November","Rainfall",3.11,"in",1918
15,"Upper Burma","November","Rainfall",1.36,"in",1918
16,"Jammu And Kashmir","November","Rainfall",0.68,"in",1918
18,"Baluchistan Agency","November","Rainfall",0.01,"in",1918
1,"Assam","December","Temperature",63.3,"ºF",1918
2,"Bengal","December","Temperature",65.8,"ºF",1918
3,"Bihar And Orissa","December","Temperature",64.3,"ºF",1918
4,"United Province Of Agra And Oudh","December","Temperature",60,"ºF",1918
5,"Punjab","December","Temperature",56.5,"ºF",1918
17,"North West Frontier Province","December","Temperature",58.3,"ºF",1918
6,"Sindh","December","Temperature",63.8,"ºF",1918
7,"Rajputana Agency","December","Temperature",61.5,"ºF",1918
8,"Bombay Presidency","December","Temperature",71.8,"ºF",1918
9,"Central India Agency","December","Temperature",61.5,"ºF",1918
10,"Central Province And Berar","December","Temperature",66.9,"ºF",1918
11,"Hyderabad","December","Temperature",73.3,"ºF",1918
12,"Mysore","December","Temperature",71,"ºF",1918
13,"Madras Presidency","December","Temperature",76.6,"ºF",1918
14,"Lower Burma","December","Temperature",76.8,"ºF",1918
15,"Upper Burma","December","Temperature",68,"ºF",1918
16,"Jammu And Kashmir","December","Temperature",32.7,"ºF",1918
18,"Baluchistan Agency","December","Temperature",47.2,"ºF",1918
1,"Assam","December","Rainfall",0.07,"in",1918
2,"Bengal","December","Rainfall",0.12,"in",1918
3,"Bihar And Orissa","December","Rainfall",0.03,"in",1918
4,"United Province Of Agra And Oudh","December","Rainfall",0.03,"in",1918
5,"Punjab","December","Rainfall",0.27,"in",1918
17,"North West Frontier Province","December","Rainfall",0.81,"in",1918
6,"Sindh","December","Rainfall",0.2,"in",1918
7,"Rajputana Agency","December","Rainfall",0,"in",1918
8,"Bombay Presidency","December","Rainfall",0.11,"in",1918
9,"Central India Agency","December","Rainfall",0.16,"in",1918
10,"Central Province And Berar","December","Rainfall",0.4,"in",1918
11,"Hyderabad","December","Rainfall",0.83,"in",1918
12,"Mysore","December","Rainfall",0.33,"in",1918
13,"Madras Presidency","December","Rainfall",2.36,"in",1918
14,"Lower Burma","December","Rainfall",0.69,"in",1918
15,"Upper Burma","December","Rainfall",0.35,"in",1918
16,"Jammu And Kashmir","December","Rainfall",2.71,"in",1918
18,"Baluchistan Agency","December","Rainfall",1.14,"in",1918
19,"Burma","January","Humidity",82,"%",1918
1,"Assam","January","Humidity",92,"%",1918
2,"Bengal","January","Humidity",81,"%",1918
3,"Bihar And Orissa","January","Humidity",75,"%",1918
4,"United Province Of Agra And Oudh","January","Humidity",74,"%",1918
5,"Punjab","January","Humidity",77,"%",1918
17,"North West Frontier Province","January","Humidity",67,"%",1918
6,"Sindh","January","Humidity",63,"%",1918
7,"Rajputana Agency","January","Humidity",58,"%",1918
8,"Bombay Presidency","January","Humidity",58,"%",1918
9,"Central India Agency","January","Humidity",65,"%",1918
10,"Central Province And Berar","January","Humidity",60,"%",1918
11,"Hyderabad","January","Humidity",64,"%",1918
12,"Mysore","January","Humidity",77,"%",1918
13,"Madras Presidency","January","Humidity",80,"%",1918
19,"Burma","February","Humidity",80,"%",1918
1,"Assam","February","Humidity",88,"%",1918
2,"Bengal","February","Humidity",78,"%",1918
3,"Bihar And Orissa","February","Humidity",65,"%",1918
4,"United Province Of Agra And Oudh","February","Humidity",60,"%",1918
5,"Punjab","February","Humidity",65,"%",1918
17,"North West Frontier Province","February","Humidity",63,"%",1918
6,"Sindh","February","Humidity",63,"%",1918
7,"Rajputana Agency","February","Humidity",46,"%",1918
8,"Bombay Presidency","February","Humidity",58,"%",1918
9,"Central India Agency","February","Humidity",51,"%",1918
10,"Central Province And Berar","February","Humidity",48,"%",1918
11,"Hyderabad","February","Humidity",54,"%",1918
12,"Mysore","February","Humidity",61,"%",1918
13,"Madras Presidency","February","Humidity",75,"%",1918
19,"Burma","March","Humidity",75,"%",1918
1,"Assam","March","Humidity",86,"%",1918
2,"Bengal","March","Humidity",77,"%",1918
3,"Bihar And Orissa","March","Humidity",58,"%",1918
4,"United Province Of Agra And Oudh","March","Humidity",53,"%",1918
5,"Punjab","March","Humidity",71,"%",1918
17,"North West Frontier Province","March","Humidity",77,"%",1918
6,"Sindh","March","Humidity",65,"%",1918
7,"Rajputana Agency","March","Humidity",42,"%",1918
8,"Bombay Presidency","March","Humidity",55,"%",1918
9,"Central India Agency","March","Humidity",45,"%",1918
10,"Central Province And Berar","March","Humidity",38,"%",1918
11,"Hyderabad","March","Humidity",46,"%",1918
12,"Mysore","March","Humidity",63,"%",1918
13,"Madras Presidency","March","Humidity",75,"%",1918
19,"Burma","April","Humidity",73,"%",1918
1,"Assam","April","Humidity",83,"%",1918
2,"Bengal","April","Humidity",77,"%",1918
3,"Bihar And Orissa","April","Humidity",59,"%",1918
4,"United Province Of Agra And Oudh","April","Humidity",42,"%",1918
5,"Punjab","April","Humidity",55,"%",1918
17,"North West Frontier Province","April","Humidity",63,"%",1918
6,"Sindh","April","Humidity",55,"%",1918
7,"Rajputana Agency","April","Humidity",36,"%",1918
8,"Bombay Presidency","April","Humidity",55,"%",1918
9,"Central India Agency","April","Humidity",37,"%",1918
10,"Central Province And Berar","April","Humidity",28,"%",1918
11,"Hyderabad","April","Humidity",43,"%",1918
12,"Mysore","April","Humidity",67,"%",1918
13,"Madras Presidency","April","Humidity",71,"%",1918
19,"Burma","May","Humidity",84,"%",1918
1,"Assam","May","Humidity",85,"%",1918
2,"Bengal","May","Humidity",84,"%",1918
3,"Bihar And Orissa","May","Humidity",71,"%",1918
4,"United Province Of Agra And Oudh","May","Humidity",52,"%",1918
5,"Punjab","May","Humidity",40,"%",1918
17,"North West Frontier Province","May","Humidity",39,"%",1918
6,"Sindh","May","Humidity",66,"%",1918
7,"Rajputana Agency","May","Humidity",43,"%",1918
8,"Bombay Presidency","May","Humidity",70,"%",1918
9,"Central India Agency","May","Humidity",46,"%",1918
10,"Central Province And Berar","May","Humidity",48,"%",1918
11,"Hyderabad","May","Humidity",64,"%",1918
12,"Mysore","May","Humidity",79,"%",1918
13,"Madras Presidency","May","Humidity",72,"%",1918
19,"Burma","June","Humidity",88,"%",1918
1,"Assam","June","Humidity",90,"%",1918
2,"Bengal","June","Humidity",89,"%",1918
3,"Bihar And Orissa","June","Humidity",85,"%",1918
4,"United Province Of Agra And Oudh","June","Humidity",71,"%",1918
5,"Punjab","June","Humidity",54,"%",1918
17,"North West Frontier Province","June","Humidity",48,"%",1918
6,"Sindh","June","Humidity",70,"%",1918
7,"Rajputana Agency","June","Humidity",53,"%",1918
8,"Bombay Presidency","June","Humidity",73,"%",1918
9,"Central India Agency","June","Humidity",65,"%",1918
10,"Central Province And Berar","June","Humidity",72,"%",1918
11,"Hyderabad","June","Humidity",69,"%",1918
12,"Mysore","June","Humidity",79,"%",1918
13,"Madras Presidency","June","Humidity",71,"%",1918
19,"Burma","July","Humidity",88,"%",1918
1,"Assam","July","Humidity",91,"%",1918
2,"Bengal","July","Humidity",88,"%",1918
3,"Bihar And Orissa","July","Humidity",78,"%",1918
4,"United Province Of Agra And Oudh","July","Humidity",65,"%",1918
5,"Punjab","July","Humidity",56,"%",1918
17,"North West Frontier Province","July","Humidity",52,"%",1918
6,"Sindh","July","Humidity",71,"%",1918
7,"Rajputana Agency","July","Humidity",59,"%",1918
8,"Bombay Presidency","July","Humidity",76,"%",1918
9,"Central India Agency","July","Humidity",71,"%",1918
10,"Central Province And Berar","July","Humidity",74,"%",1918
11,"Hyderabad","July","Humidity",70,"%",1918
12,"Mysore","July","Humidity",76,"%",1918
13,"Madras Presidency","July","Humidity",71,"%",1918
19,"Burma","August","Humidity",90,"%",1918
1,"Assam","August","Humidity",91,"%",1918
2,"Bengal","August","Humidity",90,"%",1918
3,"Bihar And Orissa","August","Humidity",89,"%",1918
4,"United Province Of Agra And Oudh","August","Humidity",79,"%",1918
5,"Punjab","August","Humidity",66,"%",1918
17,"North West Frontier Province","August","Humidity",63,"%",1918
6,"Sindh","August","Humidity",72,"%",1918
7,"Rajputana Agency","August","Humidity",70,"%",1918
8,"Bombay Presidency","August","Humidity",81,"%",1918
9,"Central India Agency","August","Humidity",81,"%",1918
10,"Central Province And Berar","August","Humidity",84,"%",1918
11,"Hyderabad","August","Humidity",76,"%",1918
12,"Mysore","August","Humidity",82,"%",1918
13,"Madras Presidency","August","Humidity",76,"%",1918
19,"Burma","September","Humidity",90,"%",1918
1,"Assam","September","Humidity",91,"%",1918
2,"Bengal","September","Humidity",88,"%",1918
3,"Bihar And Orissa","September","Humidity",82,"%",1918
4,"United Province Of Agra And Oudh","September","Humidity",68,"%",1918
5,"Punjab","September","Humidity",59,"%",1918
17,"North West Frontier Province","September","Humidity",61,"%",1918
6,"Sindh","September","Humidity",70,"%",1918
7,"Rajputana Agency","September","Humidity",62,"%",1918
8,"Bombay Presidency","September","Humidity",77,"%",1918
9,"Central India Agency","September","Humidity",72,"%",1918
10,"Central Province And Berar","September","Humidity",72,"%",1918
11,"Hyderabad","September","Humidity",74,"%",1918
12,"Mysore","September","Humidity",81,"%",1918
13,"Madras Presidency","September","Humidity",76,"%",1918
19,"Burma","October","Humidity",88,"%",1918
1,"Assam","October","Humidity",87,"%",1918
2,"Bengal","October","Humidity",83,"%",1918
3,"Bihar And Orissa","October","Humidity",69,"%",1918
4,"United Province Of Agra And Oudh","October","Humidity",55,"%",1918
5,"Punjab","October","Humidity",49,"%",1918
17,"North West Frontier Province","October","Humidity",60,"%",1918
6,"Sindh","October","Humidity",58,"%",1918
7,"Rajputana Agency","October","Humidity",39,"%",1918
8,"Bombay Presidency","October","Humidity",61,"%",1918
9,"Central India Agency","October","Humidity",48,"%",1918
10,"Central Province And Berar","October","Humidity",49,"%",1918
11,"Hyderabad","October","Humidity",50,"%",1918
12,"Mysore","October","Humidity",71,"%",1918
13,"Madras Presidency","October","Humidity",75,"%",1918
19,"Burma","November","Humidity",86,"%",1918
1,"Assam","November","Humidity",89,"%",1918
2,"Bengal","November","Humidity",80,"%",1918
3,"Bihar And Orissa","November","Humidity",69,"%",1918
4,"United Province Of Agra And Oudh","November","Humidity",60,"%",1918
5,"Punjab","November","Humidity",57,"%",1918
17,"North West Frontier Province","November","Humidity",67,"%",1918
6,"Sindh","November","Humidity",46,"%",1918
7,"Rajputana Agency","November","Humidity",40,"%",1918
8,"Bombay Presidency","November","Humidity",54,"%",1918
9,"Central India Agency","November","Humidity",52,"%",1918
10,"Central Province And Berar","November","Humidity",49,"%",1918
11,"Hyderabad","November","Humidity",58,"%",1918
12,"Mysore","November","Humidity",82,"%",1918
13,"Madras Presidency","November","Humidity",84,"%",1918
19,"Burma","December","Humidity",86,"%",1918
1,"Assam","December","Humidity",92,"%",1918
2,"Bengal","December","Humidity",78,"%",1918
3,"Bihar And Orissa","December","Humidity",68,"%",1918
4,"United Province Of Agra And Oudh","December","Humidity",66,"%",1918
5,"Punjab","December","Humidity",73,"%",1918
17,"North West Frontier Province","December","Humidity",77,"%",1918
6,"Sindh","December","Humidity",59,"%",1918
7,"Rajputana Agency","December","Humidity",49,"%",1918
8,"Bombay Presidency","December","Humidity",57,"%",1918
9,"Central India Agency","December","Humidity",61,"%",1918
10,"Central Province And Berar","December","Humidity",60,"%",1918
11,"Hyderabad","December","Humidity",65,"%",1918
12,"Mysore","December","Humidity",75,"%",1918
13,"Madras Presidency","December","Humidity",80,"%",1918
1,"Assam","January","Temperature",63.9,"ºF",1919
2,"Bengal","January","Temperature",67.4,"ºF",1919
3,"Bihar And Orissa","January","Temperature",66.7,"ºF",1919
4,"United Province Of Agra And Oudh","January","Temperature",60.8,"ºF",1919
5,"Punjab","January","Temperature",55.2,"ºF",1919
17,"North West Frontier Province","January","Temperature",52.5,"ºF",1919
6,"Sindh","January","Temperature",61.7,"ºF",1919
7,"Rajputana Agency","January","Temperature",61.2,"ºF",1919
8,"Bombay Presidency","January","Temperature",71.9,"ºF",1919
9,"Central India Agency","January","Temperature",63.8,"ºF",1919
10,"Central Province And Berar","January","Temperature",69.6,"ºF",1919
11,"Hyderabad","January","Temperature",75.5,"ºF",1919
12,"Mysore","January","Temperature",73.4,"ºF",1919
13,"Madras Presidency","January","Temperature",78.3,"ºF",1919
14,"Lower Burma","January","Temperature",76.8,"ºF",1919
15,"Upper Burma","January","Temperature",67.6,"ºF",1919
16,"Jammu And Kashmir","January","Temperature",29.5,"ºF",1919
18,"Baluchistan Agency","January","Temperature",44.3,"ºF",1919
1,"Assam","January","Rainfall",0.4,"in",1919
2,"Bengal","January","Rainfall",0.91,"in",1919
3,"Bihar And Orissa","January","Rainfall",2.61,"in",1919
4,"United Province Of Agra And Oudh","January","Rainfall",2.58,"in",1919
5,"Punjab","January","Rainfall",2.44,"in",1919
17,"North West Frontier Province","January","Rainfall",1.84,"in",1919
6,"Sindh","January","Rainfall",0.08,"in",1919
7,"Rajputana Agency","January","Rainfall",0.98,"in",1919
8,"Bombay Presidency","January","Rainfall",0.15,"in",1919
9,"Central India Agency","January","Rainfall",2,"in",1919
10,"Central Province And Berar","January","Rainfall",3.02,"in",1919
11,"Hyderabad","January","Rainfall",0.49,"in",1919
12,"Mysore","January","Rainfall",0.22,"in",1919
13,"Madras Presidency","January","Rainfall",1.08,"in",1919
14,"Lower Burma","January","Rainfall",0.02,"in",1919
15,"Upper Burma","January","Rainfall",0.02,"in",1919
16,"Jammu And Kashmir","January","Rainfall",6.19,"in",1919
18,"Baluchistan Agency","January","Rainfall",0.85,"in",1919
1,"Assam","February","Temperature",65.8,"ºF",1919
2,"Bengal","February","Temperature",69.1,"ºF",1919
3,"Bihar And Orissa","February","Temperature",68.1,"ºF",1919
4,"United Province Of Agra And Oudh","February","Temperature",62.7,"ºF",1919
5,"Punjab","February","Temperature",58.8,"ºF",1919
17,"North West Frontier Province","February","Temperature",56.9,"ºF",1919
6,"Sindh","February","Temperature",68,"ºF",1919
7,"Rajputana Agency","February","Temperature",65,"ºF",1919
8,"Bombay Presidency","February","Temperature",73.8,"ºF",1919
9,"Central India Agency","February","Temperature",65.3,"ºF",1919
10,"Central Province And Berar","February","Temperature",71.1,"ºF",1919
11,"Hyderabad","February","Temperature",79.8,"ºF",1919
12,"Mysore","February","Temperature",77.2,"ºF",1919
13,"Madras Presidency","February","Temperature",81,"ºF",1919
14,"Lower Burma","February","Temperature",78.6,"ºF",1919
15,"Upper Burma","February","Temperature",71.8,"ºF",1919
16,"Jammu And Kashmir","February","Temperature",28.9,"ºF",1919
18,"Baluchistan Agency","February","Temperature",51.5,"ºF",1919
1,"Assam","February","Rainfall",0.48,"in",1919
2,"Bengal","February","Rainfall",0.56,"in",1919
3,"Bihar And Orissa","February","Rainfall",0.88,"in",1919
4,"United Province Of Agra And Oudh","February","Rainfall",0.38,"in",1919
5,"Punjab","February","Rainfall",0.55,"in",1919
17,"North West Frontier Province","February","Rainfall",0.96,"in",1919
6,"Sindh","February","Rainfall",0.02,"in",1919
7,"Rajputana Agency","February","Rainfall",0.02,"in",1919
8,"Bombay Presidency","February","Rainfall",0,"in",1919
9,"Central India Agency","February","Rainfall",0.13,"in",1919
10,"Central Province And Berar","February","Rainfall",1.69,"in",1919
11,"Hyderabad","February","Rainfall",0.29,"in",1919
12,"Mysore","February","Rainfall",0,"in",1919
13,"Madras Presidency","February","Rainfall",0.35,"in",1919
14,"Lower Burma","February","Rainfall",0.23,"in",1919
15,"Upper Burma","February","Rainfall",0.09,"in",1919
16,"Jammu And Kashmir","February","Rainfall",3.35,"in",1919
18,"Baluchistan Agency","February","Rainfall",0.61,"in",1919
1,"Assam","March","Temperature",75.7,"ºF",1919
2,"Bengal","March","Temperature",78.8,"ºF",1919
3,"Bihar And Orissa","March","Temperature",79.5,"ºF",1919
4,"United Province Of Agra And Oudh","March","Temperature",67,"ºF",1919
5,"Punjab","March","Temperature",70.1,"ºF",1919
17,"North West Frontier Province","March","Temperature",66.1,"ºF",1919
6,"Sindh","March","Temperature",76.7,"ºF",1919
7,"Rajputana Agency","March","Temperature",76.4,"ºF",1919
8,"Bombay Presidency","March","Temperature",79.6,"ºF",1919
9,"Central India Agency","March","Temperature",77.1,"ºF",1919
10,"Central Province And Berar","March","Temperature",80.5,"ºF",1919
11,"Hyderabad","March","Temperature",85.3,"ºF",1919
12,"Mysore","March","Temperature",79.7,"ºF",1919
13,"Madras Presidency","March","Temperature",83.2,"ºF",1919
14,"Lower Burma","March","Temperature",82.5,"ºF",1919
15,"Upper Burma","March","Temperature",80,"ºF",1919
16,"Jammu And Kashmir","March","Temperature",41,"ºF",1919
18,"Baluchistan Agency","March","Temperature",59.1,"ºF",1919
1,"Assam","March","Rainfall",0.9,"in",1919
2,"Bengal","March","Rainfall",0.26,"in",1919
3,"Bihar And Orissa","March","Rainfall",0.48,"in",1919
4,"United Province Of Agra And Oudh","March","Rainfall",0.19,"in",1919
5,"Punjab","March","Rainfall",0.5,"in",1919
17,"North West Frontier Province","March","Rainfall",1.85,"in",1919
6,"Sindh","March","Rainfall",0,"in",1919
7,"Rajputana Agency","March","Rainfall",0.03,"in",1919
8,"Bombay Presidency","March","Rainfall",0.03,"in",1919
9,"Central India Agency","March","Rainfall",0.06,"in",1919
10,"Central Province And Berar","March","Rainfall",0.6,"in",1919
11,"Hyderabad","March","Rainfall",0.26,"in",1919
12,"Mysore","March","Rainfall",0.36,"in",1919
13,"Madras Presidency","March","Rainfall",0.81,"in",1919
14,"Lower Burma","March","Rainfall",0.63,"in",1919
15,"Upper Burma","March","Rainfall",0.41,"in",1919
16,"Jammu And Kashmir","March","Rainfall",4.84,"in",1919
18,"Baluchistan Agency","March","Rainfall",0.55,"in",1919
1,"Assam","April","Temperature",77.4,"ºF",1919
2,"Bengal","April","Temperature",83.2,"ºF",1919
3,"Bihar And Orissa","April","Temperature",85.4,"ºF",1919
4,"United Province Of Agra And Oudh","April","Temperature",84.7,"ºF",1919
5,"Punjab","April","Temperature",81,"ºF",1919
17,"North West Frontier Province","April","Temperature",76.5,"ºF",1919
6,"Sindh","April","Temperature",83.7,"ºF",1919
7,"Rajputana Agency","April","Temperature",84.6,"ºF",1919
8,"Bombay Presidency","April","Temperature",84.7,"ºF",1919
9,"Central India Agency","April","Temperature",85,"ºF",1919
10,"Central Province And Berar","April","Temperature",86.7,"ºF",1919
11,"Hyderabad","April","Temperature",89.7,"ºF",1919
12,"Mysore","April","Temperature",83.6,"ºF",1919
13,"Madras Presidency","April","Temperature",86.9,"ºF",1919
14,"Lower Burma","April","Temperature",85.5,"ºF",1919
15,"Upper Burma","April","Temperature",84.5,"ºF",1919
16,"Jammu And Kashmir","April","Temperature",54,"ºF",1919
18,"Baluchistan Agency","April","Temperature",69.5,"ºF",1919
1,"Assam","April","Rainfall",6.27,"in",1919
2,"Bengal","April","Rainfall",4.32,"in",1919
3,"Bihar And Orissa","April","Rainfall",1.42,"in",1919
4,"United Province Of Agra And Oudh","April","Rainfall",0.32,"in",1919
5,"Punjab","April","Rainfall",0.46,"in",1919
17,"North West Frontier Province","April","Rainfall",0.63,"in",1919
6,"Sindh","April","Rainfall",0.82,"in",1919
7,"Rajputana Agency","April","Rainfall",0.52,"in",1919
8,"Bombay Presidency","April","Rainfall",0.08,"in",1919
9,"Central India Agency","April","Rainfall",0.09,"in",1919
10,"Central Province And Berar","April","Rainfall",4.18,"in",1919
11,"Hyderabad","April","Rainfall",0.79,"in",1919
12,"Mysore","April","Rainfall",0.66,"in",1919
13,"Madras Presidency","April","Rainfall",0.55,"in",1919
14,"Lower Burma","April","Rainfall",1.19,"in",1919
15,"Upper Burma","April","Rainfall",0.77,"in",1919
16,"Jammu And Kashmir","April","Rainfall",2.13,"in",1919
18,"Baluchistan Agency","April","Rainfall",0.43,"in",1919
1,"Assam","May","Temperature",80.5,"ºF",1919
2,"Bengal","May","Temperature",85.1,"ºF",1919
3,"Bihar And Orissa","May","Temperature",88.6,"ºF",1919
4,"United Province Of Agra And Oudh","May","Temperature",91.4,"ºF",1919
5,"Punjab","May","Temperature",88.8,"ºF",1919
17,"North West Frontier Province","May","Temperature",86.3,"ºF",1919
6,"Sindh","May","Temperature",91.3,"ºF",1919
7,"Rajputana Agency","May","Temperature",92.9,"ºF",1919
8,"Bombay Presidency","May","Temperature",87.9,"ºF",1919
9,"Central India Agency","May","Temperature",91.5,"ºF",1919
10,"Central Province And Berar","May","Temperature",91.3,"ºF",1919
11,"Hyderabad","May","Temperature",91.8,"ºF",1919
12,"Mysore","May","Temperature",81,"ºF",1919
13,"Madras Presidency","May","Temperature",88.3,"ºF",1919
14,"Lower Burma","May","Temperature",84.8,"ºF",1919
15,"Upper Burma","May","Temperature",86.9,"ºF",1919
16,"Jammu And Kashmir","May","Temperature",52.1,"ºF",1919
18,"Baluchistan Agency","May","Temperature",63.8,"ºF",1919
1,"Assam","May","Rainfall",9.37,"in",1919
2,"Bengal","May","Rainfall",5.18,"in",1919
3,"Bihar And Orissa","May","Rainfall",2.26,"in",1919
4,"United Province Of Agra And Oudh","May","Rainfall",0.57,"in",1919
5,"Punjab","May","Rainfall",0.66,"in",1919
17,"North West Frontier Province","May","Rainfall",1.43,"in",1919
6,"Sindh","May","Rainfall",0.08,"in",1919
7,"Rajputana Agency","May","Rainfall",0.48,"in",1919
8,"Bombay Presidency","May","Rainfall",1.18,"in",1919
9,"Central India Agency","May","Rainfall",0.54,"in",1919
10,"Central Province And Berar","May","Rainfall",0.81,"in",1919
11,"Hyderabad","May","Rainfall",0.94,"in",1919
12,"Mysore","May","Rainfall",3.89,"in",1919
13,"Madras Presidency","May","Rainfall",4.03,"in",1919
14,"Lower Burma","May","Rainfall",8.79,"in",1919
15,"Upper Burma","May","Rainfall",3.2,"in",1919
16,"Jammu And Kashmir","May","Rainfall",1.59,"in",1919
18,"Baluchistan Agency","May","Rainfall",0.81,"in",1919
1,"Assam","June","Temperature",83.5,"ºF",1919
2,"Bengal","June","Temperature",83.8,"ºF",1919
3,"Bihar And Orissa","June","Temperature",85.3,"ºF",1919
4,"United Province Of Agra And Oudh","June","Temperature",93.5,"ºF",1919
5,"Punjab","June","Temperature",98,"ºF",1919
17,"North West Frontier Province","June","Temperature",98.9,"ºF",1919
6,"Sindh","June","Temperature",92.9,"ºF",1919
7,"Rajputana Agency","June","Temperature",95.2,"ºF",1919
8,"Bombay Presidency","June","Temperature",84.6,"ºF",1919
9,"Central India Agency","June","Temperature",90.2,"ºF",1919
10,"Central Province And Berar","June","Temperature",85.4,"ºF",1919
11,"Hyderabad","June","Temperature",84.1,"ºF",1919
12,"Mysore","June","Temperature",78.4,"ºF",1919
